timestamp,user,device,asset,ip,event_type,source,severity,session_id,mitre_technique,mitre_tactic,geo_country,geo_risk,network_zone,asset_criticality,threat_score,user_risk_score,attack_chain
2026-03-17T17:56:19,emp_107,ops-workstation-007,,10.0.0.7,file_access,EDR,low,6aef2242,T1083,Discovery,IN,low,internal,low,8,0.63,
2026-03-17T17:43:27,emp_120,,core-banking-db,10.0.0.20,database_query,APP,low,399b658c,T1213,Collection,IN,low,internal,critical,9,0.6,
2026-03-17T22:55:14,emp_126,compliance-workstation-026,,67.113.118.41,login_failed,IAM,medium,54655859,T1110.001,Credential Access,DE,low,external,low,23,0.73,
2026-03-17T10:45:05,emp_127,risk-workstation-027,,10.0.0.27,file_access,EDR,low,5bbb5d45,T1083,Discovery,IN,low,internal,low,5,0.06,
2026-03-17T13:15:22,emp_129,finance-laptop-029,,10.0.0.29,logout,IAM,low,5b409595,T1078,Defense Evasion,IN,low,internal,low,5,0.2,
2026-03-17T11:35:58,emp_129,finance-laptop-029,,10.0.0.29,file_access,EDR,low,ff7d24f1,T1083,Discovery,IN,low,internal,low,6,0.2,
2026-03-17T08:10:26,emp_131,finance-laptop-031,,10.0.0.31,file_access,EDR,low,24677135,T1083,Discovery,IN,low,internal,low,5,0.11,
2026-03-17T13:43:59,emp_137,,risk-db,10.0.0.37,file_download,APP,medium,9388b758,T1105,Command and Control,IN,low,internal,high,19,0.53,
2026-03-17T11:14:27,emp_147,security-workstation-047,,10.0.0.47,login_success,IAM,low,a43d53c7,T1078,Initial Access,IN,low,internal,low,5,0.19,
2026-03-17T15:51:50,emp_123,trading-workstation-023,,10.0.0.23,password_change,IAM,low,78606f5f,T1098,Persistence,IN,low,internal,low,6,0.43,
2026-03-17T14:16:44,emp_145,trading-workstation-045,,10.0.0.45,mfa_attempt,IAM,low,d34028b2,T1556,Credential Access,IN,low,internal,low,5,0.25,
2026-03-17T03:16:08,emp_128,,core-banking-db,10.0.0.28,database_query,APP,low,e84ea67a,T1213,Collection,IN,low,internal,critical,6,0.1,
2026-03-17T17:43:26,emp_108,ops-workstation-008,,10.0.0.8,password_change,IAM,low,2064ace6,T1098,Persistence,IN,low,internal,low,5,0.29,
2026-03-17T03:07:16,emp_139,finance-laptop-039,,170.42.149.51,login_failed,IAM,medium,334d5cbd,T1110.001,Credential Access,CA,low,external,low,37,0.52,brute_force
2026-03-17T03:07:32,emp_139,finance-laptop-039,,170.42.149.51,login_failed,IAM,high,334d5cbd,T1110.001,Credential Access,CA,low,external,low,50,0.52,brute_force
2026-03-17T15:12:23,emp_139,finance-laptop-039,,10.0.0.39,login_success,IAM,low,a1cb60cc,T1078,Initial Access,IN,low,internal,low,7,0.52,
2026-03-17T17:27:54,emp_119,,payments-db,10.0.0.19,data_access,APP,medium,682cda01,T1530,Collection,IN,low,internal,critical,22,0.16,
2026-03-17T15:31:44,emp_111,,risk-db,10.0.0.11,database_query,APP,low,794d5daf,T1213,Collection,IN,low,internal,high,7,0.2,
2026-03-17T16:29:02,emp_140,,trading-db,10.0.0.40,database_query,APP,low,1660918d,T1213,Collection,IN,low,internal,critical,10,0.9,
2026-03-17T09:35:39,emp_126,compliance-workstation-026,,10.0.0.26,file_download,EDR,medium,09539fc5,T1105,Command and Control,IN,low,internal,low,20,0.73,
2026-03-17T04:21:31,emp_147,security-workstation-047,,10.0.0.47,privilege_escalation,EDR,critical,b7d06a7b,T1068,Privilege Escalation,IN,low,internal,low,75,0.19,
2026-03-17T10:36:54,emp_121,finance-laptop-021,,10.0.0.21,password_change,IAM,low,b74fd65d,T1098,Persistence,IN,low,internal,low,7,0.61,
2026-03-17T13:51:36,emp_116,hr-laptop-016,,10.0.0.16,file_access,EDR,low,59bbc16d,T1083,Discovery,IN,low,internal,low,7,0.58,
2026-03-17T08:56:28,emp_111,,,,connection_attempt,FIREWALL,low,411ed6af,T1071,Command and Control,IN,low,internal,low,7,0.2,
2026-03-17T08:40:14,emp_121,,trading-db,10.0.0.21,file_download,APP,medium,cb100900,T1105,Command and Control,IN,low,internal,critical,20,0.61,
2026-03-17T16:02:19,emp_120,hr-laptop-020,,10.0.0.20,process_start,EDR,low,69af3d9a,T1059,Execution,IN,low,internal,low,8,0.6,
2026-03-17T14:48:22,emp_125,security-workstation-025,,10.0.0.25,process_start,EDR,low,c7d9d887,T1059,Execution,IN,low,internal,low,7,0.43,
2026-03-17T14:15:23,emp_138,compliance-workstation-038,,10.0.0.38,logout,IAM,low,88accbe5,T1078,Defense Evasion,IN,low,internal,low,5,0.34,
2026-03-17T04:07:00,emp_121,finance-laptop-021,,125.163.66.74,login_success,IAM,low,ece2a57c,T1078,Initial Access,IN,low,external,low,23,0.61,privilege_escalation
2026-03-17T04:08:30,emp_121,finance-laptop-021,internal-api,10.0.0.21,privilege_escalation,EDR,critical,ece2a57c,T1068,Privilege Escalation,IN,low,internal,high,88,0.61,privilege_escalation
2026-03-17T23:26:50,emp_110,compliance-workstation-010,,81.96.167.146,mfa_failed,IAM,high,637f8a9e,T1556,Credential Access,SG,low,external,low,43,0.73,
2026-03-17T04:35:00,emp_103,,,10.0.0.3,connection_attempt,FIREWALL,low,7f9edd1a,T1071,Command and Control,IN,low,internal,low,16,0.18,lateral_movement
2026-03-17T04:35:30,emp_103,vpn-gateway,vpn-gateway,10.0.0.57,process_start,EDR,low,7f9edd1a,T1059,Execution,IN,low,internal,high,15,0.18,lateral_movement
2026-03-17T11:24:43,emp_109,,archive-db,10.0.0.9,database_query,APP,low,37626d76,T1213,Collection,IN,low,internal,medium,8,0.57,
2026-03-17T16:11:21,emp_101,hr-laptop-001,,10.0.0.1,file_download,EDR,medium,2cfae579,T1105,Command and Control,IN,low,internal,low,20,0.66,
2026-03-17T12:41:35,emp_104,,,,connection_attempt,FIREWALL,low,738ad0f6,T1071,Command and Control,IN,low,internal,low,10,0.84,
2026-03-17T10:49:54,emp_110,,audit-db,10.0.0.10,database_query,APP,low,5b6199a3,T1213,Collection,IN,low,internal,high,9,0.73,
2026-03-17T12:01:04,emp_134,,,,connection_attempt,FIREWALL,low,080e1764,T1071,Command and Control,IN,low,internal,low,8,0.54,
2026-03-17T03:02:00,emp_143,finance-laptop-043,,10.0.0.43,script_execution,EDR,high,46afdb41,T1059.001,Execution,IN,low,internal,low,53,0.11,privilege_escalation
2026-03-17T23:17:23,emp_146,risk-workstation-046,,229.10.223.143,mfa_failed,IAM,high,615eca69,T1556,Credential Access,KP,high,external,low,50,0.14,
2026-03-17T12:35:23,emp_110,,,,connection_attempt,FIREWALL,low,996c289b,T1071,Command and Control,IN,low,internal,low,9,0.73,
2026-03-17T04:04:00,emp_104,,,10.0.0.4,connection_attempt,FIREWALL,low,35bc7d11,T1071,Command and Control,IN,low,internal,low,20,0.84,lateral_movement
2026-03-17T01:17:09,emp_119,,,,connection_attempt,FIREWALL,low,49e01135,T1071,Command and Control,CN,high,external,low,16,0.16,
2026-03-17T13:12:27,emp_132,ops-workstation-032,,10.0.0.32,password_change,IAM,low,7c6931d7,T1098,Persistence,IN,low,internal,low,6,0.44,
2026-03-17T08:52:36,emp_131,,,,vpn_disconnect,FIREWALL,low,2faabbe4,T1133,Initial Access,IN,low,internal,low,4,0.11,
2026-03-17T11:29:59,emp_114,hr-laptop-014,,10.0.0.14,logout,IAM,low,f0b68640,T1078,Defense Evasion,IN,low,internal,low,4,0.06,
2026-03-17T00:32:58,emp_123,trading-workstation-023,,10.0.0.23,script_execution,EDR,high,0903cb5d,T1059.001,Execution,IN,low,internal,low,45,0.43,
2026-03-17T04:34:59,emp_137,,core-banking-db,10.0.0.37,data_export,APP,critical,cdb503f8,T1567,Exfiltration,IN,low,internal,critical,72,0.53,
2026-03-17T11:24:35,emp_135,risk-workstation-035,,10.0.0.35,file_access,EDR,low,1b1eadf0,T1083,Discovery,IN,low,internal,low,7,0.41,
2026-03-17T23:49:45,emp_141,,risk-db,10.0.0.41,database_query,APP,low,55a2ad4b,T1213,Collection,IN,low,internal,high,18,0.51,insider_data_theft
2026-03-17T14:42:28,emp_124,,,,vpn_disconnect,FIREWALL,low,cb2c81f3,T1133,Initial Access,IN,low,internal,low,8,0.95,
2026-03-17T01:44:34,emp_123,trading-workstation-023,,32.53.112.62,login_failed,IAM,medium,9dd29f39,T1110.001,Credential Access,VE,high,external,low,32,0.43,
2026-03-17T04:00:30,emp_116,internal-api,internal-api,10.0.0.53,process_start,EDR,low,7b38b4d9,T1059,Execution,IN,low,internal,high,17,0.58,lateral_movement
2026-03-17T04:01:00,emp_116,,,10.0.0.16,connection_attempt,FIREWALL,low,7b38b4d9,T1071,Command and Control,IN,low,internal,low,18,0.58,lateral_movement
2026-03-17T17:31:37,emp_144,,audit-db,10.0.0.44,file_download,APP,medium,69bbe205,T1105,Command and Control,IN,low,internal,high,21,0.82,
2026-03-17T02:19:16,emp_150,compliance-workstation-050,,48.189.206.176,login_failed,IAM,low,2ddc9597,T1110.001,Credential Access,SG,low,external,low,30,0.81,brute_force
2026-03-17T02:19:40,emp_150,compliance-workstation-050,,48.189.206.176,login_failed,IAM,medium,2ddc9597,T1110.001,Credential Access,SG,low,external,low,39,0.81,brute_force
2026-03-17T02:20:49,emp_150,compliance-workstation-050,,48.189.206.176,account_locked,IAM,high,2ddc9597,T1110,Credential Access,SG,low,external,low,51,0.81,brute_force
2026-03-17T03:54:00,emp_123,trading-workstation-023,,103.26.177.227,login_success,IAM,low,c5230944,T1078,Initial Access,JP,low,external,low,22,0.43,lateral_movement
2026-03-17T03:55:00,emp_123,,,10.0.0.23,connection_attempt,FIREWALL,low,c5230944,T1071,Command and Control,IN,low,internal,low,18,0.43,lateral_movement
2026-03-17T03:56:00,emp_123,,,10.0.0.23,connection_attempt,FIREWALL,low,c5230944,T1071,Command and Control,IN,low,internal,low,18,0.43,lateral_movement
2026-03-17T03:57:30,emp_123,email-server,email-server,10.0.0.55,process_start,EDR,low,c5230944,T1059,Execution,IN,low,internal,medium,17,0.43,lateral_movement
2026-03-17T10:09:14,emp_104,hr-laptop-004,,10.0.0.4,mfa_attempt,IAM,low,0083d283,T1556,Credential Access,IN,low,internal,low,8,0.84,
2026-03-17T08:22:06,emp_117,,,,connection_attempt,FIREWALL,low,a001106b,T1071,Command and Control,IN,low,internal,low,8,0.58,
2026-03-17T17:42:43,emp_141,,core-banking-db,10.0.0.41,database_query,APP,low,24ff278b,T1213,Collection,IN,low,internal,critical,8,0.51,
2026-03-17T04:32:01,emp_144,ops-workstation-044,,119.245.167.252,login_failed,IAM,medium,fdf9c780,T1110.001,Credential Access,BR,medium,external,low,29,0.82,
2026-03-17T17:53:03,emp_116,hr-laptop-016,,10.0.0.16,file_download,EDR,medium,8d08db36,T1105,Command and Control,IN,low,internal,low,19,0.58,
