timestamp,user,event_type,ip,source,asset,severity,device
2026-03-12T14:05:23.918498,emp_109,login_success,10.2.237.92,IAM,auth-server,low,trading-workstation-009
2026-03-12T14:06:55.552673,emp_129,password_change,10.0.185.27,IAM,auth-server,low,finance-laptop-029
2026-03-12T14:07:37.146141,emp_147,password_change,10.2.210.230,IAM,auth-server,low,security-workstation-047
2026-03-12T14:10:54.145764,emp_140,process_start,10.2.130.249,EDR,security-workstation-040,low,security-workstation-040
2026-03-12T14:11:06.673167,emp_149,file_download,10.1.51.129,APP,compliance-db,high,finance-laptop-049
2026-03-12T14:11:18.011169,emp_117,process_start,10.2.11.203,EDR,risk-terminal-017,low,risk-terminal-017
2026-03-12T14:11:21.350039,emp_143,file_access,10.0.37.87,EDR,hr-desktop-043,low,hr-desktop-043
2026-03-12T14:11:39.539023,emp_131,process_start,10.1.251.180,EDR,finance-laptop-031,low,finance-laptop-031
2026-03-12T14:11:49.328894,emp_134,privilege_escalation,10.1.153.118,EDR,security-workstation-034,high,security-workstation-034
2026-03-12T14:12:32.971357,emp_129,file_access,10.2.135.111,EDR,finance-laptop-029,low,finance-laptop-029
2026-03-12T14:12:54.008896,emp_130,mfa_attempt,10.1.150.125,IAM,auth-server,low,security-workstation-030
2026-03-12T14:12:57.240939,emp_127,mfa_attempt,10.1.96.60,IAM,auth-server,low,trading-workstation-027
2026-03-12T14:14:17.729379,emp_126,file_download,10.0.230.87,APP,payments-db,low,trading-workstation-026
2026-03-12T14:14:34.245025,emp_129,process_start,10.0.101.30,EDR,finance-laptop-029,low,finance-laptop-029
2026-03-12T14:14:47.942739,emp_121,file_access,10.1.99.214,EDR,hr-desktop-021,low,hr-desktop-021
2026-03-12T14:15:15.140141,emp_150,process_start,10.0.69.33,EDR,hr-desktop-050,low,hr-desktop-050
2026-03-12T14:15:44.465363,emp_135,process_start,10.2.38.81,EDR,security-workstation-035,low,security-workstation-035
2026-03-12T14:15:58.102995,emp_106,login_success,10.2.216.120,IAM,auth-server,low,finance-laptop-006
2026-03-12T14:17:33.415727,emp_116,mfa_attempt,10.0.30.15,IAM,auth-server,low,trading-workstation-016
2026-03-12T14:19:21.166954,emp_137,login_success,10.0.246.89,IAM,auth-server,low,security-workstation-037
2026-03-12T14:19:42.366988,emp_148,process_start,10.2.20.182,EDR,trading-workstation-048,low,trading-workstation-048
2026-03-12T14:20:22.723489,emp_126,password_change,10.0.138.99,IAM,auth-server,low,trading-workstation-026
2026-03-12T14:21:35.836218,emp_103,privilege_escalation,10.1.48.204,EDR,trading-workstation-003,high,trading-workstation-003
2026-03-12T14:21:54.740314,emp_131,file_access,10.2.103.20,EDR,finance-laptop-031,low,finance-laptop-031
2026-03-12T14:23:05.926833,emp_132,mfa_attempt,10.2.249.132,IAM,auth-server,low,security-workstation-032
2026-03-12T14:23:07.246893,emp_133,file_access,10.0.98.91,EDR,hr-desktop-033,low,hr-desktop-033
2026-03-12T14:23:43.712917,emp_147,database_query,10.2.82.176,APP,compliance-db,low,security-workstation-047
2026-03-12T14:23:48.468469,emp_127,connection_attempt,10.2.196.26,FIREWALL,auth-server,low,trading-workstation-027
2026-03-12T14:28:45.653289,emp_150,database_query,10.1.186.112,APP,payments-db,low,hr-desktop-050
2026-03-12T14:29:44.211955,emp_135,connection_attempt,10.0.117.248,FIREWALL,email-server,low,security-workstation-035
2026-03-12T14:29:55.014171,emp_107,mfa_attempt,10.2.164.223,IAM,auth-server,low,security-workstation-007
2026-03-12T14:31:17.547950,emp_113,file_access,10.0.64.33,EDR,finance-laptop-013,low,finance-laptop-013
2026-03-12T14:32:01.391452,emp_134,data_access,10.0.116.152,APP,payments-db,low,security-workstation-034
2026-03-12T14:32:28.718938,emp_127,login_success,10.1.80.41,IAM,auth-server,low,trading-workstation-027
2026-03-12T14:32:59.464070,emp_135,login_success,10.2.150.13,IAM,auth-server,low,security-workstation-035
2026-03-12T14:34:23.641737,emp_139,password_change,10.1.91.130,IAM,auth-server,low,finance-laptop-039
2026-03-12T14:35:24.320366,emp_146,process_start,10.1.104.68,EDR,finance-laptop-046,low,finance-laptop-046
2026-03-12T14:35:29.895456,emp_133,connection_attempt,10.1.254.204,FIREWALL,dns-server,low,hr-desktop-033
2026-03-12T14:35:34.870426,emp_129,mfa_attempt,10.0.60.189,IAM,auth-server,low,finance-laptop-029
2026-03-12T14:36:34.273290,emp_103,login_success,10.0.215.85,IAM,auth-server,low,trading-workstation-003
2026-03-12T14:37:39.775012,emp_142,file_access,10.1.144.142,EDR,risk-terminal-042,low,risk-terminal-042
2026-03-12T14:37:55.255731,emp_132,connection_attempt,10.0.129.125,FIREWALL,trading-engine,low,security-workstation-032
2026-03-12T14:40:22.140239,emp_142,mfa_attempt,10.2.123.112,IAM,auth-server,low,risk-terminal-042
2026-03-12T14:41:12.657189,emp_120,password_change,10.2.230.91,IAM,auth-server,low,security-workstation-020
2026-03-12T14:42:26.817010,emp_134,mfa_attempt,10.0.71.98,IAM,auth-server,low,security-workstation-034
2026-03-12T14:43:11.979173,emp_123,database_query,210.90.120.151,APP,risk-db,medium,hr-desktop-023
2026-03-12T14:46:29.831111,emp_103,file_download,10.0.226.99,APP,compliance-db,low,trading-workstation-003
2026-03-12T14:46:53.118010,emp_121,login_success,10.1.34.254,IAM,auth-server,low,hr-desktop-021
2026-03-12T14:51:28.988935,emp_120,password_change,10.0.43.179,IAM,auth-server,low,security-workstation-020
2026-03-12T14:53:55.077562,emp_110,data_access,10.0.127.84,APP,risk-db,low,risk-terminal-010
2026-03-12T14:54:03.705189,emp_112,process_start,10.1.59.52,EDR,risk-terminal-012,low,risk-terminal-012
2026-03-12T14:55:08.016709,emp_144,data_access,10.2.66.56,APP,payments-db,low,hr-desktop-044
2026-03-12T14:55:42.063393,emp_126,password_change,10.0.145.27,IAM,auth-server,low,trading-workstation-026
2026-03-12T14:59:26.564709,emp_149,connection_attempt,10.0.66.161,FIREWALL,internal-api,low,finance-laptop-049
2026-03-12T15:03:00.209169,emp_124,database_query,10.1.180.49,APP,customer-db,low,finance-laptop-024
2026-03-12T15:03:46.448406,emp_122,mfa_attempt,10.2.40.110,IAM,auth-server,low,trading-workstation-022
2026-03-12T15:04:04.966484,emp_109,connection_attempt,10.0.236.128,FIREWALL,payments-server,low,trading-workstation-009
2026-03-12T15:04:42.439149,emp_123,file_access,10.1.0.116,EDR,hr-desktop-023,low,hr-desktop-023
2026-03-12T15:04:59.261504,emp_101,login_success,10.2.63.141,IAM,auth-server,low,hr-desktop-001
2026-03-12T15:05:45.999698,emp_139,login_success,10.0.85.80,IAM,auth-server,low,finance-laptop-039
2026-03-12T15:07:20.445913,emp_138,password_change,10.0.128.26,IAM,auth-server,low,finance-laptop-038
2026-03-12T15:08:00.466238,emp_140,database_query,10.0.166.180,APP,customer-db,low,security-workstation-040
2026-03-12T15:09:07.367174,emp_147,mfa_attempt,10.0.150.112,IAM,auth-server,low,security-workstation-047
2026-03-12T15:09:55.839907,emp_131,connection_attempt,10.0.43.189,FIREWALL,auth-server,low,finance-laptop-031
2026-03-12T15:10:20.213309,emp_116,password_change,10.2.14.103,IAM,auth-server,low,trading-workstation-016
2026-03-12T15:11:59.071124,emp_133,connection_attempt,10.1.7.44,FIREWALL,dns-server,low,hr-desktop-033
2026-03-12T15:12:20.297187,emp_115,data_access,10.0.152.7,APP,audit-db,low,risk-terminal-015
2026-03-12T15:15:37.572232,emp_126,login_success,10.0.64.217,IAM,auth-server,low,trading-workstation-026
2026-03-12T15:15:42.272954,emp_102,login_success,10.2.247.124,IAM,auth-server,low,risk-terminal-002
2026-03-12T15:16:44.776259,emp_149,external_transfer,219.114.175.76,FIREWALL,monitoring-server,high,finance-laptop-049
2026-03-12T15:18:20.435353,emp_142,login_success,10.1.56.245,IAM,auth-server,low,risk-terminal-042
2026-03-12T15:18:25.317204,emp_141,file_download,10.0.163.194,APP,customer-db,low,risk-terminal-041
2026-03-12T15:19:20.480687,emp_130,mfa_attempt,10.0.4.166,IAM,auth-server,low,security-workstation-030
2026-03-12T15:20:45.239970,emp_126,file_access,10.2.161.100,EDR,trading-workstation-026,low,trading-workstation-026
2026-03-12T15:22:03.088669,emp_142,connection_attempt,10.2.139.253,FIREWALL,file-server,low,risk-terminal-042
2026-03-12T15:22:26.167837,emp_108,login_success,10.0.239.180,IAM,auth-server,low,trading-workstation-008
2026-03-12T15:22:40.358017,emp_126,password_change,10.2.215.59,IAM,auth-server,low,trading-workstation-026
2026-03-12T15:22:47.228584,emp_149,connection_attempt,10.1.46.85,FIREWALL,monitoring-server,low,finance-laptop-049
2026-03-12T15:23:48.440282,emp_121,process_start,10.2.157.31,EDR,hr-desktop-021,low,hr-desktop-021
2026-03-12T15:23:51.262879,emp_108,mfa_attempt,10.2.22.206,IAM,auth-server,low,trading-workstation-008
2026-03-12T15:24:28.199874,emp_103,connection_attempt,10.1.155.55,FIREWALL,file-server,low,trading-workstation-003
2026-03-12T15:26:13.740711,emp_116,database_query,10.1.14.8,APP,payments-db,low,trading-workstation-016
2026-03-12T15:26:28.394286,emp_140,file_access,10.2.95.90,EDR,security-workstation-040,low,security-workstation-040
2026-03-12T15:26:28.780011,emp_143,password_change,10.2.130.181,IAM,auth-server,low,hr-desktop-043
2026-03-12T15:26:37.110130,emp_126,password_change,10.1.144.165,IAM,auth-server,low,trading-workstation-026
2026-03-12T15:27:27.803098,emp_140,database_query,10.0.140.14,APP,risk-db,low,security-workstation-040
2026-03-12T15:27:50.158590,emp_146,file_access,10.2.39.165,EDR,finance-laptop-046,low,finance-laptop-046
2026-03-12T15:28:53.551972,emp_102,connection_attempt,10.0.145.45,FIREWALL,file-server,low,risk-terminal-002
2026-03-12T15:29:20.314488,emp_127,database_query,10.1.75.84,APP,risk-db,low,trading-workstation-027
2026-03-12T15:30:14.897102,emp_104,connection_attempt,10.1.132.215,FIREWALL,auth-server,low,hr-desktop-004
2026-03-12T15:30:27.890290,emp_117,login_success,10.1.178.217,IAM,auth-server,low,risk-terminal-017
2026-03-12T15:31:46.147600,emp_134,process_start,10.0.244.17,EDR,security-workstation-034,low,security-workstation-034
2026-03-12T15:32:00.556476,emp_110,login_success,10.0.105.4,IAM,auth-server,low,risk-terminal-010
2026-03-12T15:33:45.099484,emp_123,login_failed,134.42.93.220,IAM,auth-server,medium,hr-desktop-023
2026-03-12T15:34:00.068020,emp_129,connection_attempt,10.1.124.108,FIREWALL,backup-server,low,finance-laptop-029
2026-03-12T15:34:36.779792,emp_148,file_access,10.2.57.168,EDR,trading-workstation-048,low,trading-workstation-048
2026-03-12T15:34:49.642361,emp_121,connection_attempt,10.2.143.147,FIREWALL,monitoring-server,low,hr-desktop-021
2026-03-12T15:35:31.705665,emp_149,login_success,10.1.176.17,IAM,auth-server,low,finance-laptop-049
2026-03-12T15:37:27.379400,emp_134,connection_attempt,10.2.68.251,FIREWALL,monitoring-server,low,security-workstation-034
2026-03-12T15:39:01.185829,emp_146,file_access,10.1.143.120,EDR,finance-laptop-046,low,finance-laptop-046
2026-03-12T15:40:49.445145,emp_128,process_start,10.1.245.187,EDR,risk-terminal-028,low,risk-terminal-028
2026-03-12T15:41:52.370042,emp_145,connection_attempt,10.1.174.76,FIREWALL,internal-api,low,hr-desktop-045
2026-03-12T15:43:17.021328,emp_134,file_download,10.2.90.92,APP,audit-db,low,security-workstation-034
2026-03-12T15:45:18.581000,emp_108,password_change,10.1.59.128,IAM,auth-server,low,trading-workstation-008
2026-03-12T15:47:37.239357,emp_124,data_access,10.2.200.228,APP,hr-db,low,finance-laptop-024
2026-03-12T15:47:54.337713,emp_131,privilege_escalation,175.54.39.86,EDR,finance-laptop-031,high,finance-laptop-031
2026-03-12T15:50:49.743378,emp_140,file_download,10.0.61.227,APP,customer-db,low,security-workstation-040
2026-03-12T15:51:21.065608,emp_107,mfa_attempt,149.105.174.4,IAM,auth-server,medium,security-workstation-007
2026-03-12T15:51:26.273333,emp_138,data_access,10.0.91.162,APP,trading-db,low,finance-laptop-038
2026-03-12T15:51:51.579936,emp_112,login_success,10.2.211.221,IAM,auth-server,low,risk-terminal-012
2026-03-12T15:52:57.910858,emp_142,file_download,10.1.249.23,APP,audit-db,low,risk-terminal-042
2026-03-12T15:53:22.780730,emp_144,mfa_attempt,10.0.36.45,IAM,auth-server,low,hr-desktop-044
2026-03-12T15:53:59.833075,emp_128,data_access,10.1.82.113,APP,payments-db,low,risk-terminal-028
2026-03-12T15:56:46.197981,emp_123,file_access,10.2.18.125,EDR,hr-desktop-023,low,hr-desktop-023
2026-03-12T15:56:59.867888,emp_146,process_start,10.0.11.149,EDR,finance-laptop-046,low,finance-laptop-046
2026-03-12T15:59:24.327334,emp_141,database_query,10.2.81.202,APP,risk-db,low,risk-terminal-041
2026-03-12T16:00:44.514323,emp_131,file_access,10.2.83.215,EDR,finance-laptop-031,low,finance-laptop-031
2026-03-12T16:01:53.041042,emp_126,data_access,10.1.109.70,APP,trading-db,low,trading-workstation-026
2026-03-12T16:02:33.552915,emp_131,mfa_attempt,10.2.48.221,IAM,auth-server,low,finance-laptop-031
2026-03-12T16:03:00.668266,emp_126,mfa_attempt,10.1.141.62,IAM,auth-server,low,trading-workstation-026
2026-03-12T16:03:31.077002,emp_115,file_access,10.1.120.115,EDR,risk-terminal-015,low,risk-terminal-015
2026-03-12T16:06:16.243772,emp_145,login_success,10.0.4.115,IAM,auth-server,low,hr-desktop-045
2026-03-12T16:06:24.980405,emp_138,login_success,10.2.33.169,IAM,auth-server,low,finance-laptop-038
2026-03-12T16:06:32.743744,emp_114,connection_attempt,10.2.53.100,FIREWALL,email-server,low,hr-desktop-014
2026-03-12T16:06:55.567130,emp_102,process_start,10.0.217.103,EDR,risk-terminal-002,low,risk-terminal-002
2026-03-12T16:07:04.479766,emp_150,connection_attempt,10.2.216.148,FIREWALL,monitoring-server,low,hr-desktop-050
2026-03-12T16:07:08.648976,emp_143,file_access,10.2.157.231,EDR,hr-desktop-043,low,hr-desktop-043
2026-03-12T16:07:24.545201,emp_123,file_access,10.0.136.21,EDR,hr-desktop-023,low,hr-desktop-023
2026-03-12T16:12:06.363133,emp_136,connection_attempt,10.0.3.60,FIREWALL,monitoring-server,low,trading-workstation-036
2026-03-12T16:12:25.959095,emp_132,process_start,10.0.26.26,EDR,security-workstation-032,low,security-workstation-032
2026-03-12T16:12:29.282932,emp_140,connection_attempt,10.0.224.50,FIREWALL,payments-server,low,security-workstation-040
2026-03-12T16:13:25.606549,emp_112,data_access,10.1.72.183,APP,core-banking-db,low,risk-terminal-012
2026-03-12T16:13:30.268361,emp_124,connection_attempt,10.0.94.211,FIREWALL,trading-engine,low,finance-laptop-024
2026-03-12T16:14:52.377242,emp_115,file_download,10.2.230.150,APP,trading-db,low,risk-terminal-015
2026-03-12T16:18:19.826354,emp_107,process_start,10.2.90.146,EDR,security-workstation-007,low,security-workstation-007
2026-03-12T16:18:26.799868,emp_146,mfa_attempt,10.2.94.136,IAM,auth-server,low,finance-laptop-046
2026-03-12T16:18:31.575845,emp_139,password_change,10.0.240.101,IAM,auth-server,low,finance-laptop-039
2026-03-12T16:19:58.075203,emp_102,password_change,10.1.215.16,IAM,auth-server,low,risk-terminal-002
2026-03-12T16:20:21.873096,emp_111,malware_detected,10.2.237.196,EDR,risk-terminal-011,high,risk-terminal-011
2026-03-12T16:20:26.807014,emp_144,password_change,10.0.237.1,IAM,auth-server,low,hr-desktop-044
2026-03-12T16:22:08.828802,emp_115,data_access,10.2.5.117,APP,hr-db,low,risk-terminal-015
2026-03-12T16:22:21.606201,emp_146,connection_attempt,10.2.106.11,FIREWALL,internal-api,low,finance-laptop-046
2026-03-12T16:24:09.598560,emp_149,process_start,10.2.181.28,EDR,finance-laptop-049,low,finance-laptop-049
2026-03-12T16:24:16.736593,emp_101,file_download,10.1.110.61,APP,audit-db,low,hr-desktop-001
2026-03-12T16:24:18.121476,emp_142,password_change,10.2.53.201,IAM,auth-server,low,risk-terminal-042
2026-03-12T16:24:50.051809,emp_108,password_change,10.2.9.236,IAM,auth-server,low,trading-workstation-008
2026-03-12T16:25:03.438933,emp_131,login_success,10.0.156.80,IAM,auth-server,low,finance-laptop-031
2026-03-12T16:25:29.422988,emp_139,connection_attempt,10.1.114.114,FIREWALL,internal-api,low,finance-laptop-039
2026-03-12T16:26:30.700522,emp_108,connection_attempt,10.0.150.203,FIREWALL,payments-server,low,trading-workstation-008
2026-03-12T16:27:09.299655,emp_131,database_query,10.2.219.107,APP,risk-db,low,finance-laptop-031
2026-03-12T16:27:48.170902,emp_131,connection_attempt,10.1.2.224,FIREWALL,web-server,low,finance-laptop-031
2026-03-12T16:30:09.876356,emp_138,process_start,10.0.16.61,EDR,finance-laptop-038,low,finance-laptop-038
2026-03-12T16:30:23.419009,emp_140,file_access,10.1.128.65,EDR,security-workstation-040,low,security-workstation-040
2026-03-12T16:30:23.493314,emp_106,file_access,10.2.93.188,EDR,finance-laptop-006,low,finance-laptop-006
2026-03-12T16:30:24.161491,emp_143,file_download,10.0.67.154,APP,audit-db,low,hr-desktop-043
2026-03-12T16:30:28.252293,emp_146,password_change,10.0.243.43,IAM,auth-server,low,finance-laptop-046
2026-03-12T16:30:52.097833,emp_103,file_access,10.2.178.78,EDR,trading-workstation-003,low,trading-workstation-003
2026-03-12T16:33:16.182180,emp_126,password_change,10.0.157.235,IAM,auth-server,low,trading-workstation-026
2026-03-12T16:34:49.038853,emp_114,data_access,10.2.172.140,APP,trading-db,low,hr-desktop-014
2026-03-12T16:37:20.754093,emp_148,file_access,10.2.139.175,EDR,trading-workstation-048,low,trading-workstation-048
2026-03-12T16:37:50.132714,emp_127,connection_attempt,10.1.93.30,FIREWALL,dns-server,low,trading-workstation-027
2026-03-12T16:38:08.699971,emp_145,password_change,10.0.25.185,IAM,auth-server,low,hr-desktop-045
2026-03-12T16:38:15.712009,emp_131,connection_attempt,10.0.166.37,FIREWALL,auth-server,low,finance-laptop-031
2026-03-12T16:39:00.549332,emp_147,file_access,10.2.242.33,EDR,security-workstation-047,low,security-workstation-047
2026-03-12T16:39:59.445894,emp_121,file_download,10.1.133.171,APP,audit-db,low,hr-desktop-021
2026-03-12T16:40:18.675214,emp_131,connection_attempt,10.1.153.21,FIREWALL,file-server,low,finance-laptop-031
2026-03-12T16:42:18.928992,emp_139,login_success,10.2.134.88,IAM,auth-server,low,finance-laptop-039
2026-03-12T16:42:51.201512,emp_131,file_access,10.2.182.186,EDR,finance-laptop-031,low,finance-laptop-031
2026-03-12T16:43:38.675742,emp_150,connection_attempt,10.2.254.203,FIREWALL,file-server,low,hr-desktop-050
2026-03-12T16:44:07.379192,emp_118,file_access,10.1.186.246,EDR,security-workstation-018,low,security-workstation-018
2026-03-12T16:44:59.729754,emp_130,password_change,10.1.59.155,IAM,auth-server,low,security-workstation-030
2026-03-12T16:45:14.715737,emp_112,data_access,10.2.217.59,APP,compliance-db,low,risk-terminal-012
2026-03-12T16:45:17.465266,emp_103,process_start,10.2.55.237,EDR,trading-workstation-003,low,trading-workstation-003
2026-03-12T16:47:01.712378,emp_149,connection_attempt,10.2.230.75,FIREWALL,trading-engine,low,finance-laptop-049
2026-03-12T16:47:38.831294,emp_118,database_query,10.2.172.194,APP,payments-db,low,security-workstation-018
2026-03-12T16:48:16.650460,emp_108,password_change,10.2.10.91,IAM,auth-server,low,trading-workstation-008
2026-03-12T16:51:18.415728,emp_135,database_query,10.1.177.10,APP,compliance-db,low,security-workstation-035
2026-03-12T16:53:20.581705,emp_128,file_access,10.2.217.52,EDR,risk-terminal-028,low,risk-terminal-028
2026-03-12T16:54:04.647536,emp_127,process_start,10.1.26.236,EDR,trading-workstation-027,low,trading-workstation-027
2026-03-12T16:56:53.614973,emp_116,database_query,10.1.177.142,APP,trading-db,low,trading-workstation-016
2026-03-12T16:57:09.302399,emp_132,process_start,10.1.117.39,EDR,security-workstation-032,low,security-workstation-032
2026-03-12T16:57:47.783105,emp_132,mfa_attempt,10.0.74.63,IAM,auth-server,low,security-workstation-032
2026-03-12T16:57:53.871609,emp_127,file_access,10.0.47.160,EDR,trading-workstation-027,low,trading-workstation-027
2026-03-12T16:58:47.002409,emp_102,connection_attempt,10.1.153.93,FIREWALL,backup-server,low,risk-terminal-002
2026-03-12T16:59:17.457467,emp_124,password_change,10.0.191.235,IAM,auth-server,low,finance-laptop-024
2026-03-12T17:00:00.891572,emp_150,login_success,10.2.192.65,IAM,auth-server,low,hr-desktop-050
2026-03-12T17:00:21.074167,emp_131,password_change,10.1.224.243,IAM,auth-server,low,finance-laptop-031
2026-03-12T17:00:27.102533,emp_123,file_download,10.1.58.1,APP,risk-db,low,hr-desktop-023
2026-03-12T17:03:44.053712,emp_134,file_download,10.1.71.56,APP,compliance-db,low,security-workstation-034
2026-03-12T17:05:06.238690,emp_134,connection_attempt,10.2.134.50,FIREWALL,payments-server,low,security-workstation-034
2026-03-12T17:06:40.327710,emp_117,login_success,10.2.37.142,IAM,auth-server,low,risk-terminal-017
2026-03-12T17:07:03.378524,emp_124,connection_attempt,10.0.163.54,FIREWALL,web-server,low,finance-laptop-024
2026-03-12T17:07:53.069350,emp_107,process_start,10.0.98.131,EDR,security-workstation-007,low,security-workstation-007
2026-03-12T17:09:15.392144,emp_133,mfa_attempt,10.0.127.234,IAM,auth-server,low,hr-desktop-033
2026-03-12T17:10:06.722753,emp_131,file_access,10.1.47.150,EDR,finance-laptop-031,low,finance-laptop-031
2026-03-12T17:11:00.802063,emp_106,password_change,10.0.28.218,IAM,auth-server,low,finance-laptop-006
2026-03-12T17:13:39.562070,emp_138,mfa_attempt,10.0.92.94,IAM,auth-server,low,finance-laptop-038
2026-03-12T17:14:56.668960,emp_148,file_access,10.2.237.38,EDR,trading-workstation-048,low,trading-workstation-048
2026-03-12T17:15:56.174570,emp_103,data_access,10.2.47.4,APP,compliance-db,low,trading-workstation-003
2026-03-12T17:16:01.874483,emp_107,mfa_attempt,10.0.82.199,IAM,auth-server,low,security-workstation-007
2026-03-12T17:16:41.329490,emp_129,password_change,10.0.37.156,IAM,auth-server,low,finance-laptop-029
